,id,popularity,original_title,cast,director,genres,production_companies,vote_count,vote_average,budget_adj,revenue_adj,lead_actor,main_director,main_genre,main_production_company,profit
467,308024,0.335255,The Overnight,Adam Scott|Taylor Schilling|Jason Schwartzman|Judith GodrÃ¨che|RJ Hermes,Patrick Brice,Mystery|Comedy,Duplass Brothers Productions|Gettin' Rad Productions,89,5.9,0.0,1011999.55472019,Adam Scott,Patrick Brice,Mystery,Duplass Brothers Productions,1011999.55472019
468,356216,0.19957,The Rise of the Krays,Kevin Leslie|Simon Cotton|Phil Dunster|Danny Midwinter|Nicola Stapleton,Zackary Adler,Crime,Carnaby International|Saracen Films|Torn Pictures,11,4.7,2299998.98800044,0.0,Kevin Leslie,Zackary Adler,Crime,Carnaby International,-2299998.98800044
469,311615,0.198261,Smosh: The Movie,Anthony Padilla|Ian Hecox|Shane Dawson|Mark Edward Fischbach|Jillian Nelson,Alex Winter,Comedy|Action|Adventure,Awesomeness Films,67,5.3,0.0,0.0,Anthony Padilla,Alex Winter,Comedy,Awesomeness Films,0.0
470,333873,0.197788,Keepers of the Covenant: Making Exodus: Gods and Kings,Ridley Scott|Christian Bale|Joel Edgerton|Peter Chiang|Alberto Iglesias,Charles de Lauzirika,Documentary,20th Century Fox|Lauzirika Motion Picture Company,14,5.5,0.0,0.0,Ridley Scott,Charles de Lauzirika,Documentary,20th Century Fox,0.0
471,362154,0.197239,è§£æ•‘å´å…ˆç”Ÿ,Andy Lau|Wang Qian-Yuan|Cai Lu|Liu Ye|Wu Ruo-Fu,Ding Sheng,Thriller|Crime,Unknown,19,6.4,0.0,0.0,Andy Lau,Ding Sheng,Thriller,Unknown,0.0
472,293941,0.195324,The Quiet Hour,Dakota Blue Richards|Karl Davies|Jack McMullen|Brigitte Millar|Zeb Moore,StÃ©phanie Joalland,Drama|Science Fiction|Thriller,Vision Films|Frenzy Films,11,5.3,0.0,0.0,Dakota Blue Richards,StÃ©phanie Joalland,Drama,Vision Films,0.0
473,360203,0.253157,Lost in the Sun,Josh Duhamel|Josh Wiggins|Lynn Collins|Emma Fuhrmann|Larry Jack Dotson,Trey Nelson,Action|Crime|Drama|Thriller,Unknown,31,5.5,0.0,0.0,Josh Duhamel,Trey Nelson,Action,Unknown,0.0
474,294132,0.193323,Results,Cobie Smulders|Guy Pearce|Kevin Corrigan|Giovanni Ribisi|Brooklyn Decker,Andrew Bujalski,Comedy,Burn Later Productions|Houston King Productions,32,5.1,0.0,96146.397695585,Cobie Smulders,Andrew Bujalski,Comedy,Burn Later Productions,96146.397695585
475,301629,0.193063,Addicted to Fresno,Judy Greer|Aubrey Plaza|Natasha Lyonne|Clea DuVall|Ron Livingston,Jamie Babbit,Comedy,Andrea Sperling Productions|Lakeview Productions|Gamechanger Films|Leeden Media|TALU Productions,14,4.8,0.0,0.0,Judy Greer,Jamie Babbit,Comedy,Andrea Sperling Productions,0.0
476,331592,0.19254,Listening,Thomas Stroppel|Artie Ahr|Amber Marie Bollinger|Christine Haeberman|Steve Hanks,Khalil Sullins,Drama|Thriller|Science Fiction,Young Medium|Listen Film,18,5.3,0.0,0.0,Thomas Stroppel,Khalil Sullins,Drama,Young Medium,0.0
477,342464,0.191534,Jack of the Red Hearts,AnnaSophia Robb|Famke Janssen|Scott Cohen|Israel Broussard|Taylor Richardson,Janet Grillo,Drama|Family,Sundial Pictures,13,7.0,0.0,0.0,AnnaSophia Robb,Janet Grillo,Drama,Sundial Pictures,0.0
478,332976,0.189135,Absolution,Steven Seagal|Byron Mann|Josh Barnett|Adina Stetcu|Massimo Dobrovic,Keoni Waxman,Thriller|Action|Adventure|Crime,Steamroller Productions|Actionhouse,21,5.0,0.0,0.0,Steven Seagal,Keoni Waxman,Thriller,Steamroller Productions,0.0
479,367551,0.28365,American Hero,Stephen Dorff|Eddie Griffin|Bill Billions|Jonathan Billions,Nick Love,Action|Comedy|Science Fiction,Screen Media Films|Vertigo Films|Protagonist Pictures,31,5.2,0.0,0.0,Stephen Dorff,Nick Love,Action,Screen Media Films,0.0
480,353610,0.270408,The Condemned 2,Wes Studi|Steven Michael Quezada|Monique Candelaria|Dylan Kenin|Alex Knight,Roel ReinÃ©,Action,WWE Studios,13,4.0,0.0,0.0,Wes Studi,Roel ReinÃ©,Action,WWE Studios,0.0
481,316410,0.334085,Bound,Charisma Carpenter|Bryce Draper|Daniel Baldwin|Morgan Obenreder|Michael Monks,Jared Cohn,Thriller|Drama,The Asylum,21,3.1,0.0,0.0,Charisma Carpenter,Jared Cohn,Thriller,The Asylum,0.0
482,106845,0.13631,Re-Kill,Roger R. Cross|Scott Adkins|Daniella Alonso|Bruce Payne|Jesse Garcia,Valeri Milev,Horror|Science Fiction,Signature Pictures|After Dark Films|Midsummer Films,17,4.7,8739996.15440169,0.0,Roger R. Cross,Valeri Milev,Horror,Signature Pictures,-8739996.15440169
483,339362,0.181987,SuperBob,Brett Goldstein|Catherine Tate|Natalia Tena|Laura Haddock|Ruth Sheen,Jon Drever,Action|Comedy|Romance,Unknown,11,5.4,0.0,0.0,Brett Goldstein,Jon Drever,Action,Unknown,0.0
484,323966,0.179636,A Hitman in London,Mickey Rourke|Daryl Hannah|Eric Roberts|Michael Madsen|Dominique Swain,Ara Paiaya,Crime|Action,Raging Pictures,10,4.6,0.0,0.0,Mickey Rourke,Ara Paiaya,Crime,Raging Pictures,0.0
485,354857,0.087904,Regular Show: The Movie,J.G. Quintel|Mark Hamill|Sam Marin|William Salyers|David Koechner,J.G. Quintel,Comedy|TV Movie|Animation|Science Fiction,Cartoon Network Studios,27,7.4,2759998.78560053,0.0,J.G. Quintel,J.G. Quintel,Comedy,Cartoon Network Studios,-2759998.78560053
486,333653,0.176744,If There Be Thorns,Heather Graham|Jason Lewis|Rachael Carpani|Mason Cook|Emily Tennant,Nancy Savoca,TV Movie|Drama,A+E Studios|Jane Startz Productions,11,5.4,0.0,0.0,Heather Graham,Nancy Savoca,TV Movie,A+E Studios,0.0
487,323366,0.176463,Pod,Larry Fessenden|Lauren Ashley Carter|Brian Morvant|John Weselcouch|Dean Cates,Mickey Keating,Thriller|Horror|Mystery,Alexander Groupe|High Window Films|Illium Pictures,20,4.2,0.0,0.0,Larry Fessenden,Mickey Keating,Thriller,Alexander Groupe,0.0
488,75861,0.253949,To Write Love on Her Arms,Kat Dennings|Chad Michael Murray|Rupert Friend|Corbin Bleu|Mark Saul,Nathan Frankowski,Drama|Music,Two Streets Entertainment|Birchwood Pictures|Noble Pictures|Valencia Motion Pictures,32,6.9,3127998.6236806,0.0,Kat Dennings,Nathan Frankowski,Drama,Two Streets Entertainment,-3127998.6236806
489,283698,0.172245,Hungry Hearts,Adam Driver|Alba Rohrwacher|Jake Weber|Natalie Gold|Victor Williams,Saverio Costanzo,Drama,Rai Cinema|Wildside,21,6.2,0.0,6367.31719838043,Adam Driver,Saverio Costanzo,Drama,Rai Cinema,6367.31719838043
490,363889,0.170743,The Funhouse Massacre,Robert Englund|Clint Howard|Courtney Gains,Andy Palmer,Comedy|Horror,Unknown,13,6.1,0.0,0.0,Robert Englund,Andy Palmer,Comedy,Unknown,0.0
491,329020,0.170566,Extraordinary Tales,Christopher Lee|Bela Lugosi|Julian Sands|Guillermo del Toro|Roger Corman,Raul Garcia,Horror|Animation|Mystery,Melusine Productions,11,5.4,0.0,0.0,Christopher Lee,Raul Garcia,Horror,Melusine Productions,0.0
492,323272,0.731022,War Room,Priscilla C. Shirer|T.C. Stallings|Karen Abercrombie|Beth Moore|Michael Jr.,Alex Kendrick,Drama,Provident Films|Affirm Films|Kendrick Brothers Productions,57,6.9,2759998.78560053,62366880.1985727,Priscilla C. Shirer,Alex Kendrick,Drama,Provident Films,59606881.412972175
493,343921,0.168354,A Deadly Adoption,Will Ferrell|Kristen Wiig|Jessica Lowndes|Jake Weary|Alyvia Alyn Lind,Rachel Goldenberg,Drama|Thriller,Gary Sanchez Productions|Marvista Entertainment|National Picture Show Entertainment,25,4.4,0.0,0.0,Will Ferrell,Rachel Goldenberg,Drama,Gary Sanchez Productions,0.0
494,361671,0.129455,Ellis,Robert De Niro,JR,Drama,Unframed USA,15,7.2,0.0,0.0,Robert De Niro,JR,Drama,Unframed USA,0.0
495,346494,0.16414,Coconut Hero,Alex Ozerov|Bea Santos|Krista Bridges|Sebastian Schipper|Udo Kier,Florian Cossen,Comedy|Drama,Hessischer Rundfunk (HR)|UFA Fiction|Six Island Productions,10,7.4,0.0,0.0,Alex Ozerov,Florian Cossen,Comedy,Hessischer Rundfunk (HR),0.0
496,321974,0.162526,Janis: Little Girl Blue,Janis Joplin|Cat Power|D.A. Pennebaker|Dick Cavett|Peter Albin,Amy Berg,Documentary|Music,Jigsaw Productions|Disarming Films,31,7.5,0.0,0.0,Janis Joplin,Amy Berg,Documentary,Jigsaw Productions,0.0
497,363757,0.162465,Io che amo solo te,Riccardo Scamarcio|Laura Chiatti|Michele Placido|Maria Pia Calzone|Luciana Littizzetto,Marco Ponti,Romance|Comedy,Italian International Film|Rai Cinema,36,5.2,0.0,0.0,Riccardo Scamarcio,Marco Ponti,Romance,Italian International Film,0.0
498,328820,0.158310999999999,Unknown Caller,David Chisum|Assaf Cohen|Louise Griffiths|Henri Lubatti|Victor McCay,Amariah Olson|Obin Olson,Thriller,KSM Film,14,6.2,0.0,0.0,David Chisum,Amariah Olson,Thriller,KSM Film,0.0
499,359255,0.158021,The Inhabitants,Elise Couture|Michael Reed|India Pearl|Edmund Donovan|Erica Derrickson,Shawn Rasmussen|Michael Rasmussen,Thriller|Horror,Sinister Siblings Films|Lascaux Media,10,3.5,0.0,0.0,Elise Couture,Shawn Rasmussen,Thriller,Sinister Siblings Films,0.0
500,355178,0.157172,Amy Schumer: Live at the Apollo,Amy Schumer,Chris Rock,Comedy,Home Box Office (HBO),17,7.5,0.0,0.0,Amy Schumer,Chris Rock,Comedy,Home Box Office (HBO),0.0
501,310491,0.156851,Glassland,Jack Reynor|Toni Collette|Will Poulter|Michael Smiley,Gerard Barrett,Drama,Element Pictures,24,3.5,0.0,0.0,Jack Reynor,Gerard Barrett,Drama,Element Pictures,0.0
502,319096,0.154161,Whitney,Yaya DaCosta|Arlen Escarpeta|Yolanda Ross|Mark Rolston|Suzzanne Douglas,Angela Bassett,Romance|Drama|Music,Silver Screen Pictures|Sanitsky Company,18,4.7,0.0,0.0,Yaya DaCosta,Angela Bassett,Romance,Silver Screen Pictures,0.0
503,285024,0.153023,Heaven Knows What,Arielle Holmes|Caleb Landry Jones|ElÃ©onore Hendricks|Yuri Pleskun|Buddy Duress,Ben Safdie|Joshua Safdie,Drama,Unknown,12,6.9,0.0,0.0,Arielle Holmes,Ben Safdie,Drama,Unknown,0.0
504,360341,0.150713,Keith Richards: Under the Influence,Keith Richards|Tom Waits|Steve Jordan|Waddy Wachtel|Buddy Guy,Morgan Neville,Music|Documentary,Netflix,13,6.4,0.0,0.0,Keith Richards,Morgan Neville,Music,Netflix,0.0
505,329556,0.14964,Landmine Goes Click,Sterling Knight|Spencer Locke|Dean Geyer|Kote Tolordava|Giorgi Tsaava,Levan Bakhia,Action|Crime|Drama|Thriller,Scatena & Rosner Films|Sarke Studio|Imedi Films,13,5.7,919999.595200178,0.0,Sterling Knight,Levan Bakhia,Action,Scatena & Rosner Films,-919999.595200178
506,241927,0.14811,Hellions,Chloe Rose|Robert Patrick|Rossif Sutherland|Rachel Wilson|Luke Bilyk,Bruce McDonald,Horror,Whizbang Films|Storyteller Pictures,30,3.5,0.0,0.0,Chloe Rose,Bruce McDonald,Horror,Whizbang Films,0.0
507,347751,0.147319,13 Cameras,PJ McCabe|Sean Carrigan|Sarah Baldwin|Neville Archambault|Jim Cummings,Victor Zarcoff,Drama|Horror,Unknown,11,6.2,0.0,0.0,PJ McCabe,Victor Zarcoff,Drama,Unknown,0.0
508,287692,0.146266,Bastard,Tonya Kay|Rebekah Kennedy|Ellis Greer|Dan Creed|Will Tranfo,Patrick Robert Young|Powell Robinson,Horror,Big Bad Film|Bloody Lip Productions,10,6.2,0.0,0.0,Tonya Kay,Patrick Robert Young,Horror,Big Bad Film,0.0
509,321668,0.145945,Strange Blood,Robert Brettenaugh|Alexandra Bard|James Adam Lim|Scott Harders|Anna Harr,Chad Michael Ward,Science Fiction|Horror,Compound B,22,4.1,0.0,0.0,Robert Brettenaugh,Chad Michael Ward,Science Fiction,Compound B,0.0
510,315024,0.145489,Jurassic City,Ray Wise|Kevin Gage|Dana Melanie|Kayla Carlyle|Vernon Wells,Sean Cain,Action|Science Fiction,Little Dragon Productions,13,5.7,0.0,0.0,Ray Wise,Sean Cain,Action,Little Dragon Productions,0.0
511,323674,0.270378,6 Years,Taissa Farmiga|Ben Rosenfield|Lindsay Burdge|Joshua Leonard|Jennifer Lafleur,Hannah Fidell,Romance|Drama,Unknown,182,5.5,0.0,0.0,Taissa Farmiga,Hannah Fidell,Romance,Unknown,0.0
512,345944,0.144639,I Am Chris Farley,Chris Farley|David Spade|Pat Finn|Bo Derek|Dan Aykroyd,Brent Hodge|Derik Murray,Documentary,Network Entertainment,27,7.0,0.0,0.0,Chris Farley,Brent Hodge,Documentary,Network Entertainment,0.0
513,300686,0.143703,Chloe and Theo,Theo Ikummaq|Dakota Johnson|Ashley Springer|AndrÃ© De Shields|Mira Sorvino,Ezna Sands,Drama,Tiberius Film,12,6.7,0.0,0.0,Theo Ikummaq,Ezna Sands,Drama,Tiberius Film,0.0
514,324253,0.143042,All Things Must Pass,Dave Grohl|Elton John|Bruce Springsteen|Chris Cornell|Ahmir-Khalib Thompson,Colin Hanks,Documentary,Company Name,22,7.0,0.0,0.0,Dave Grohl,Colin Hanks,Documentary,Company Name,0.0
515,395560,0.142759,Capsule,Edmund Kingsley|David Wayman|Nigel Barber|Lisa Greenwood|Gil Kolirin,Andrew Martin,Drama|History|Thriller|Science Fiction,Ecaveo Capital Partners|Hermes Space Industries,11,5.3,1195999.47376023,0.0,Edmund Kingsley,Andrew Martin,Drama,Ecaveo Capital Partners,-1195999.47376023
516,312827,0.121594,The Nightmare,Kate Angus|Forrest Borie|Christopher Bleuze-Carolan|Ana Malagon|Stephen Paynter,Rodney Ascher,Horror|Documentary,Campfire|Zipper Bros Films,58,5.7,0.0,26018.5085518562,Kate Angus,Rodney Ascher,Horror,Campfire,26018.5085518562
517,308084,0.266117,Tangerine,Kitana Kiki Rodriguez|Mya Taylor|Karren Karagulian|Mickey O'Hagen|James Ransone,Sean Baker,Comedy|Drama,Duplass Brothers Productions|Through Films,102,7.0,0.0,0.0,Kitana Kiki Rodriguez,Sean Baker,Comedy,Duplass Brothers Productions,0.0
518,268725,0.139526999999999,Nightlight,Shelby Young|Chloe Bridges|Carter Jenkins|Mitch Hewer|Taylor Ashley Murphy,Scott Beck,Thriller|Horror,Unknown,19,3.9,0.0,0.0,Shelby Young,Scott Beck,Thriller,Unknown,0.0
519,308361,0.139356,"Stockholm, Pennsylvania",Saoirse Ronan|Cynthia Nixon|Jason Isaacs|David Warshofsky|Rosalind Chao,Nikole Beckwith,Drama|Thriller,Unknown,14,4.9,0.0,0.0,Saoirse Ronan,Nikole Beckwith,Drama,Unknown,0.0
520,327029,0.138353,Power/Rangers,Katee Sackhoff|James Van Der Beek|Russ Bain|Will Yun Lee|Gichi Gamba,Joseph Kahn,Action|Adventure|Science Fiction,Adi Shankar Production,93,7.4,0.0,0.0,Katee Sackhoff,Joseph Kahn,Action,Adi Shankar Production,0.0
521,249916,0.138068,Appropriate Behavior,Desiree Akhavan|Rebecca Henderson|Halley Feiffer|Scott Adsit|Anh Duong,Desiree Akhavan,Romance|Comedy|Drama,Parkville Pictures,18,5.8,0.0,0.0,Desiree Akhavan,Desiree Akhavan,Romance,Parkville Pictures,0.0
522,331161,0.236145,See You In Valhalla,Sarah Hyland|Steve Howey|Odeya Rush|Jake McDorman|Beau Mirchoff,Jarret Tarnol,Drama|Comedy,Tarnol Group Pictures,25,5.6,0.0,0.0,Sarah Hyland,Jarret Tarnol,Drama,Tarnol Group Pictures,0.0
523,339065,0.137772,The True Cost,Vandana Shiva|Stella McCartney,Andrew Morgan,Documentary,Unknown,39,7.6,0.0,0.0,Vandana Shiva,Andrew Morgan,Documentary,Unknown,0.0
524,244563,0.137133,"Kumiko, the Treasure Hunter",Rinko Kikuchi|Nobuyuki Katsube|Shirley Venard|David Zellner|Nathan Zellner,David Zellner,Drama,Ad Hominem Enterprises|Lila 9th Productions,65,6.2,0.0,0.0,Rinko Kikuchi,David Zellner,Drama,Ad Hominem Enterprises,0.0
525,360605,0.136098,Invisible Sister,Rowan Blanchard|Paris Berelc|Karan Brar|Francesca Capaldi|Starlette Miariaunii,Paul Hoen,Fantasy|Adventure|Comedy,Unknown,44,6.5,0.0,0.0,Rowan Blanchard,Paul Hoen,Fantasy,Unknown,0.0
526,315855,0.135554,The Forbidden Room,Roy Dupuis|Clara Furey|Louis Negin|Udo Kier|Gregory Hlady,Guy Maddin|Evan Johnson,Romance|Comedy|Drama|Mystery,National Film Board of Canada|Buffalo Gal Pictures|PHI Film,13,5.7,0.0,0.0,Roy Dupuis,Guy Maddin,Romance,National Film Board of Canada,0.0
527,319152,0.135074,Finders Keepers,Shannon Whisnant|John Wood,Bryan Carberry|J. Clay Tweel,Documentary,Unknown,17,5.7,0.0,0.0,Shannon Whisnant,Bryan Carberry,Documentary,Unknown,0.0
528,369058,0.133921,Merry Kissmas,Karissa Staples|Brant Daugherty|Brittany Underwood|Ion Overman|Doris Roberts,Michael Feifer,Romance|TV Movie,Unknown,10,7.6,0.0,0.0,Karissa Staples,Michael Feifer,Romance,Unknown,0.0
529,347762,0.131739,Most Likely to Die,Heather Morris|Ryan Doom|Perez Hilton|Chad Addison|Tatum Miranda,Anthony DiBlasi,Horror,Marvista Entertainment|Snowfall Films,12,4.2,0.0,0.0,Heather Morris,Anthony DiBlasi,Horror,Marvista Entertainment,0.0
530,325113,0.129104,A Girl Like Her,Jimmy Bennett|Lexi Ainsworth|Hunter King|Amy S. Weber|Stephanie Cotton,Amy S. Weber,Drama,Unknown,49,7.3,0.0,0.0,Jimmy Bennett,Amy S. Weber,Drama,Unknown,0.0
531,336167,0.127432,Private Number,Judd Nelson|Tom Sizemore|Hal Ozsan|Nicholle Tom,LazRael Lison,Mystery|Horror|Thriller,Unknown,12,3.5,0.0,0.0,Judd Nelson,LazRael Lison,Mystery,Unknown,0.0
532,320996,0.126594,Iliza Shlesinger: Freezing Hot,Iliza Shlesinger,Unknown,Comedy,New Wave Entertainment,14,6.6,0.0,0.0,Iliza Shlesinger,Unknown,Comedy,New Wave Entertainment,0.0
533,312797,0.126187,The Barber,Scott Glenn|Stephen Tobolowsky|Kristen Hager|Chris Coy|Max Arciniega,Basel Owies,Thriller,Chapman Filmed Entertainment,27,5.8,0.0,0.0,Scott Glenn,Basel Owies,Thriller,Chapman Filmed Entertainment,0.0
534,312804,0.124784,James White,Christopher Abbott|Cynthia Nixon|Ron Livingston|Scott Mescudi|David Call,Josh Mond,Drama,BorderLine Films|Relic Pictures,23,5.2,0.0,0.0,Christopher Abbott,Josh Mond,Drama,BorderLine Films,0.0
535,339751,0.124481,Hitchcock/Truffaut,Martin Scorsese|Wes Anderson|David Fincher|Richard Linklater|Alfred Hitchcock,Kent Jones,Documentary,Cohen Media Group,33,7.2,0.0,0.0,Martin Scorsese,Kent Jones,Documentary,Cohen Media Group,0.0
536,333350,0.122543,A Faster Horse,Unknown,David Gelb,Documentary,Unknown,12,8.0,0.0,0.0,Unknown,David Gelb,Documentary,Unknown,0.0
537,351043,0.137954,Amnesiac,Kate Bosworth|Wes Bentley|Shashawnee Hall|Richard Riehle|Patrick Bauchau,Michael Polish,Thriller|Mystery|Drama|Horror,Infra-Red Pictures,29,4.1,2759998.78560053,0.0,Kate Bosworth,Michael Polish,Thriller,Infra-Red Pictures,-2759998.78560053
538,224972,0.114264,The Mask You Live In,Unknown,Jennifer Siebel Newsom,Documentary,Unknown,11,8.9,0.0,0.0,Unknown,Jennifer Siebel Newsom,Documentary,Unknown,0.0
539,295595,0.11303,Soaked in Bleach,Kurt Cobain|Daniel Roebuck|Sarah Scott|August Emerson|Kurt Loder,Benjamin Statler,Music|Drama|Documentary|Crime,Valiant|DareDevil Films|Vimeo,53,7.2,0.0,0.0,Kurt Cobain,Benjamin Statler,Music,Valiant,0.0
540,371758,0.112284,And Then There Were None,Maeve Dermody|Aidan Turner|Charles Dance|Douglas Booth|Sam Neill,Craig Viveiros,Mystery|Drama,British Broadcasting Corporation (BBC)|Mammoth Screen|A&E Television Networks|Agatha Christie Ltd|Acorn Productions,37,7.7,0.0,0.0,Maeve Dermody,Craig Viveiros,Mystery,British Broadcasting Corporation (BBC),0.0
541,317981,0.11096,Bloodsucking Bastards,Fran Kranz|Pedro Pascal|Joey Kern|Joel Murray|Emma Fitzpatrick,Brian James O'Connell,Comedy|Horror,Fortress Features|MTY Productions,27,5.5,0.0,0.0,Fran Kranz,Brian James O'Connell,Comedy,Fortress Features,0.0
542,309889,0.110431,The Culling,Jeremy Sumpter|Elizabeth Di Prinzio|Brett Davern|Chris Coy|Linsey Godfrey,Rustam Branaman,Horror|Thriller,Safady Entertainment|The Culling Productions|Silver Lining Media Group,15,3.2,0.0,0.0,Jeremy Sumpter,Rustam Branaman,Horror,Safady Entertainment,0.0
543,333103,0.110135999999999,Comedy Central Roast of Justin Bieber,Kevin Hart|Justin Bieber|Will Ferrell|Chris D'Elia|Natasha Leggero,Joel Gallen,Comedy,Comedy Central|Tenth Planet Productions,31,7.0,0.0,0.0,Kevin Hart,Joel Gallen,Comedy,Comedy Central,0.0
544,263105,0.11004,Boy Meets Girl,Michael Welch|Michelle Hendley|Alexandra Turshen|Michael Galante|Joseph Ricci,Eric Schaeffer,Drama|Romance|Comedy,Unknown,22,7.4,0.0,0.0,Michael Welch,Eric Schaeffer,Drama,Unknown,0.0
545,319076,0.109689,Listen to Me Marlon,Marlon Brando,Stevan Riley,Documentary,Passion Pictures|Cutler Productions,23,7.0,0.0,0.0,Marlon Brando,Stevan Riley,Documentary,Passion Pictures,0.0
546,309063,0.138559,The Ouija Experiment 2: Theatre of Death,Justin Armstrong|Swisyzinna|Israel Luna|Nicole Holt|Israel Luna,Israel Luna,Horror,La Luna Entertainment,10,2.4,0.0,0.0,Justin Armstrong,Israel Luna,Horror,La Luna Entertainment,0.0
547,278247,0.10808,Walt Before Mickey,David Henrie|Thomas Ian Nicholas|Jon Heder|Jodie Sweetin,Khoa LÃª,Drama,Unknown,33,6.2,0.0,0.0,David Henrie,Khoa LÃª,Drama,Unknown,0.0
548,355131,0.108072,Sense8: Creating the World,Tuppence Middleton|Bae Doona |Brian J. Smith|Aml Ameen|Jamie Clayton,Unknown,Documentary|Science Fiction,Netflix,12,7.5,0.0,0.0,Tuppence Middleton,Unknown,Documentary,Netflix,0.0
549,332839,0.106757,Big Sky,Bella Thorne|Kyra Sedgwick|Frank Grillo|Aaron Tveit|FranÃ§ois Arnaud,Jorge Michel Grau,Thriller|Drama,Manis Film|Papagjika Salloway Productions,10,4.2,0.0,0.0,Bella Thorne,Jorge Michel Grau,Thriller,Manis Film,0.0
550,367215,0.106091,The Fear of 13,Sammy Silverwatch,David Sington,Thriller|Documentary,Unknown,19,8.2,0.0,0.0,Sammy Silverwatch,David Sington,Thriller,Unknown,0.0
551,261860,0.213957,Dior and I,Marion Cotillard|Jennifer Lawrence|Sharon Stone|Anna Wintour|Isabelle Huppert,FrÃ©dÃ©ric Tcheng,Documentary,Unknown,36,7.5,0.0,0.0,Marion Cotillard,FrÃ©dÃ©ric Tcheng,Documentary,Unknown,0.0
552,362434,0.101543,Ominous,Barry Watson|EsmÃ© Bianco|Gavin Lewis|Mark Lindsay Chapman|Eric Etebari,Peter Sullivan,Horror,Hybrid,10,5.1,0.0,0.0,Barry Watson,Peter Sullivan,Horror,Hybrid,0.0
553,371759,0.068741,Doctor Who: The Husbands of River Song,Peter Capaldi|Alex Kingston|Greg Davies|Matt Lucas|Phillip Rhys,Douglas Mackinnon,Drama|Science Fiction|Comedy,British Broadcasting Corporation (BBC),31,8.0,0.0,0.0,Peter Capaldi,Douglas Mackinnon,Drama,British Broadcasting Corporation (BBC),0.0
554,316761,0.101426,Call Me Lucky,Barry Crimmins|David Cross|Patton Oswalt|Tom Kenny|Margaret Cho,Bobcat Goldthwait,Documentary,Type 55 Films,14,7.3,0.0,0.0,Barry Crimmins,Bobcat Goldthwait,Documentary,Type 55 Films,0.0
555,341077,0.101155,Tiger House,Kaya Scodelario|Ed Skrein|Dougray Scott|Brandon Auret|Langley Kirkwood,Tom Daley,Thriller|Drama|Action|Crime,Industrial Development Corporation of South Africa|Altitude Film Entertainment|Creativity Capital|Glass Man Films|Ten10 Films,44,5.3,0.0,0.0,Kaya Scodelario,Tom Daley,Thriller,Industrial Development Corporation of South Africa,0.0
556,321160,0.10091,With This Ring,Regina Hall|Jill Scott|Eve|Brooklyn Sudano|Deion Sanders,Unknown,Comedy|Romance,Lifetime Television|Sony Pictures Television,14,6.5,0.0,0.0,Regina Hall,Unknown,Comedy,Lifetime Television,0.0
557,330037,0.099678,Brothers,Akshay Kumar|Sidharth Malhotra|Jackie Shroff|Jacqueline Fernandez|Kareena Kapoor,Karan Malhotra,Family|Action|Drama,Dharma Productions,20,6.3,0.0,0.0,Akshay Kumar,Karan Malhotra,Family,Dharma Productions,0.0
558,347944,0.09779,Anguish,Ryan Simpkins|Annika Marks|Karina Logue|Amberley Gridley|Cliff Chamberlain,Sonny Mallhi,Horror,Lightning Entertainment|Candlewood Entertainment|Anguish Film,17,3.8,0.0,0.0,Ryan Simpkins,Sonny Mallhi,Horror,Lightning Entertainment,0.0
559,373977,0.031635,Childhood's End,Mike Vogel|Osy Ikhile|Daisy Betts|Georgina Haig|Charles Dance,Nick Hurran,Thriller|TV Movie|Science Fiction|Drama,Unknown,21,6.2,0.0,0.0,Mike Vogel,Nick Hurran,Thriller,Unknown,0.0
560,279972,0.097214,Digging Up the Marrow,Ray Wise|Adam Green|Kane Hodder|Mick Garris|Rileah Vanderbilt,Adam Green,Thriller|Mystery|Horror|Fantasy,ArieScope Pictures,33,5.4,0.0,0.0,Ray Wise,Adam Green,Thriller,ArieScope Pictures,0.0
561,306952,0.096624,Naomi and Ely's No Kiss List,Victoria Justice|Pierson Fode|Matthew Daddario|Ryan Ward|Danny Flaherty,Kristin Hanggi,Comedy|Drama|Romance,Unknown,149,6.0,0.0,0.0,Victoria Justice,Kristin Hanggi,Comedy,Unknown,0.0
562,339060,0.096299,The Cokeville Miracle,Nathan Stevens|Jasen Wade|Caitlin E.J. Meyer|Mason D. Davis|Joshua Cooper,T.C. Christensen,Mystery|Drama|History|Family|Thriller,Unknown,13,5.1,0.0,0.0,Nathan Stevens,T.C. Christensen,Mystery,Unknown,0.0
563,362439,0.093462,They Found Hell,Chris Schellenger|Katy Reece|Austin Scott|Kabby Borders|Mirela Burke,Nick Lyon,Horror,Cinetel Films,10,4.6,0.0,0.0,Chris Schellenger,Nick Lyon,Horror,Cinetel Films,0.0
564,355600,0.093212,Junun,Shye Ben Tzur|Ehtisham Khan Ajmeri|Gufran Ali|Shazib Ali|Sabir Bamami,Paul Thomas Anderson,Music|Documentary,Ghoulardi Film Company,11,7.3,0.0,0.0,Shye Ben Tzur,Paul Thomas Anderson,Music,Ghoulardi Film Company,0.0
565,346170,0.100069,The Chosen,Kian Lawley|Elizabeth Keener|Angelica Chitwood|Chris Gann|Stefanie Estes,Ben Jehoshua,Horror|Thriller,Unknown,20,5.2,0.0,0.0,Kian Lawley,Ben Jehoshua,Horror,Unknown,0.0
